"","betas","vars"
"(Intercept)",-19.1822002090154,7812.16151075806
"pickups",0.504900864166911,0.536756663942447
"first_pick_time",5.03909021221953,838.532638103882
"if_weekendTRUE",2.90780772168895,120.795269106189
