"","betas","vars"
"(Intercept)",44.3583833538365,7812.16151075806
"pickups",0.829412316025371,0.536756663942447
"first_pick_time",-2.61595323149056,838.532638103882
"if_weekendTRUE",5.4941435392986,120.795269106189
