"","betas","vars"
"(Intercept)",31.3904219697548,7812.16151075806
"pickups",0.362332244122711,0.536756663942447
"first_pick_time",15.8499684373592,838.532638103882
"if_weekendTRUE",-18.1171715958732,120.795269106189
